item,extract
http://www.wikidata.org/entity/Q122583752,三室山（みむろやま）とは、奈良県生駒郡三郷町立野にある標高137.1mの小さな山である。
http://www.wikidata.org/entity/Q122897825,日光山（にっこうさん）は岩手県下閉伊郡山田町にある山。
http://www.wikidata.org/entity/Q123456100,篁山（たかむらやま）は広島県東広島市にある山。
http://www.wikidata.org/entity/Q123586907,爺神山（とかみやま、別称：高瀬富士）は、香川県に位置する山。
http://www.wikidata.org/entity/Q123685300,高竜寺ヶ岳（こうりゅうじがだけ）は、京都府京丹後市久美浜町と兵庫県豊岡市但東町にまたがる山。
http://www.wikidata.org/entity/Q124303591,兜山（かぶとやま）は、奥秩父山塊の南端部に位置する、笛吹市春日居町にある山である。
http://www.wikidata.org/entity/Q124497288,音坊山（おとんぼやま）は、徳島県の阿南市と那賀郡那賀町にまたがる標高333.2メートルの山である。
http://www.wikidata.org/entity/Q124764240,ヅーベット山（ヅーベットやま、ヅーベットさん）は、佐賀県神埼市脊振町にある標高729.4 mの山。
http://www.wikidata.org/entity/Q125388038,七ツ森(ななツもり)は、岩手県岩手郡雫石町にある7つの連なった低山の総称である。
http://www.wikidata.org/entity/Q125883809,櫃ヶ山（ひつがせん）は、岡山県真庭市中央部の山である。
http://www.wikidata.org/entity/Q126027763,北嶺山（ほくれいざん）は北海道上川郡比布町と愛別町に跨る山。
http://www.wikidata.org/entity/Q1280023,烏帽子岳（えぼしだけ）は、長崎県佐世保市にある山。
http://www.wikidata.org/entity/Q1280025,烏帽子岳（えぼしだけ）は、青森県上北地区にある標高719.7mの山である。
http://www.wikidata.org/entity/Q130374321,シートートムシメヌ山（シートートムシメヌやま）は、北海道の雨竜郡幌加内町と天塩郡遠別町の2町にまたがる標高799mの山である。
http://www.wikidata.org/entity/Q130532740,"赤岳（あかだけ）は、飛騨山脈に位置する標高2,416メートルの山。"
http://www.wikidata.org/entity/Q130538370,"赤岳（あかだけ）は、飛騨山脈に位置する、標高2,900メートルの山。"
http://www.wikidata.org/entity/Q131419951,"1967峰（いちきゅうろくななほう）は、北海道の帯広市と沙流郡日高町の2市町にまたがる標高1,967mの山である。"
http://www.wikidata.org/entity/Q131582574,極楽山（ごくらくやま）は、愛知県名古屋市名東区・長久手市境（猪高緑地内）に位置する山。
http://www.wikidata.org/entity/Q131683056,茅丸（かやまる）は、東京都西多摩郡檜原村と神奈川県相模原市緑区との境にある標高1019mの山である。
http://www.wikidata.org/entity/Q131727769,呉娑々宇山（ごさそうざん）は広島県広島市に位置する山。
http://www.wikidata.org/entity/Q131746552,斜内山（しゃないさん）は、北海道の枝幸郡浜頓別町と枝幸郡枝幸町の2町にまたがる標高438.8mの山である。
http://www.wikidata.org/entity/Q131781739,宿弗山（しゅったやま）は、北海道の勇払郡むかわ町と沙流郡平取町の2町にまたがる標高867.1mの山である。
http://www.wikidata.org/entity/Q131781752,高峯（たかみね）は、茨城県桜川市・栃木県芳賀郡茂木町に位置する標高519.6メートルの山。
http://www.wikidata.org/entity/Q131901820,"平山（ひらやま）は、北海道の紋別郡遠軽町と上川郡上川町に位置する標高1,771mの山である。"
http://www.wikidata.org/entity/Q131902358,"ニセイチャロマップ岳（ニセイチャロマップだけ）は、北海道の上川郡上川町と紋別郡遠軽町の2町にまたがる標高1,760mの山である。"
http://www.wikidata.org/entity/Q131902532,"ナイタイ山（ナイタイやま）は、北海道の河東郡上士幌町にある標高1,332.0mの山である。"
http://www.wikidata.org/entity/Q131902544,ピシカチナイ山（ピシカチナイやま）は、北海道の上川郡新得町と河東郡鹿追町の2町にまたがる山である。
http://www.wikidata.org/entity/Q131902572,"タウシュベツ山（タウシュベツやま）または多牛別山（たうしゅべつやま）は、北海道の河東郡上士幌町と足寄郡足寄町の2町にまたがる標高1,185.1mの山である。"
http://www.wikidata.org/entity/Q131902579,"ニレシ岳（ニレシだけ）は、北海道の夕張市にある標高1,415.0mの山である。"
http://www.wikidata.org/entity/Q131902621,シアッシリ山（シアッシリやま）は、北海道の枝幸郡枝幸町と中川郡美深町と紋別郡雄武町の3町にまたがる標高902.9mの山である。
http://www.wikidata.org/entity/Q131904595,"富良野西岳（ふらのにしだけ）は、北海道の富良野市にある標高1,330.9mの山である。"
http://www.wikidata.org/entity/Q131905700,サワンチサップは、北海道の川上郡弟子屈町にある標高520mの山である。
http://www.wikidata.org/entity/Q131905746,オプタテシケヌプリもしくはオプタテシュケもしくは雄武建山（おぶたてやま）は、北海道の川上郡弟子屈町にある標高503.9mの山である。
http://www.wikidata.org/entity/Q131909380,ポンサマッケヌプリは、北海道の釧路市と網走郡津別町の2市町にまたがる標高931.1mの山である。
http://www.wikidata.org/entity/Q131909386,養老牛岳（ようろううしだけ）は、北海道の斜里郡清里町と標津郡中標津町の2町にまたがる標高846.4 mの山である。
http://www.wikidata.org/entity/Q131909404,"北ペトウトル山（きたペトウトルやま）は、北海道の河東郡鹿追町にある標高1,400.9mの山である。"
http://www.wikidata.org/entity/Q131909412,"南ペトウトル山（みなみペトウトルやま）は、北海道の河東郡鹿追町にある標高1,345mの山である。"
http://www.wikidata.org/entity/Q131910243,"ニシュオマナイ岳（ニシュオマナイだけ）は、北海道の浦河郡浦河町と広尾郡大樹町の2町にまたがる標高1,493mの山である。"
http://www.wikidata.org/entity/Q131910279,"ラサウヌプリまたは奥遠音別（おくおんねべつ）は、北海道の斜里郡斜里町と目梨郡羅臼町の2町にまたがる標高1,019.4mの山である。"
http://www.wikidata.org/entity/Q131910315,イユダニヌプリ山（イユダニヌプリやま）は、北海道の網走郡津別町と足寄郡陸別町と足寄郡足寄町の3町にまたがる標高902mの山である。
http://www.wikidata.org/entity/Q131910321,"雄柏山（ゆうはくざん）は、北海道の紋別郡滝上町と紋別郡遠軽町の2町にまたがる標高1,268.0mの山である。"
http://www.wikidata.org/entity/Q131911419,瑠辺斯岳（るべすだけ）は、北海道の斜里郡斜里町と標津郡標津町の2町にまたがる標高659.0mの山である。
http://www.wikidata.org/entity/Q131911474,サマッカリヌプリは、北海道の川上郡弟子屈町と網走郡津別町の2町にまたがる標高974.3mの山である。
http://www.wikidata.org/entity/Q131911504,コトニヌプリは、北海道の川上郡弟子屈町と網走郡津別町の2町にまたがる標高952 mの山である。
http://www.wikidata.org/entity/Q131911523,オサッペヌプリは、北海道の川上郡弟子屈町と網走郡津別町の2町にまたがる標高860mの山である。
http://www.wikidata.org/entity/Q131911551,サマッケヌプリは、北海道の川上郡弟子屈町と網走郡津別町の2町にまたがる標高897.8mの山である。
http://www.wikidata.org/entity/Q131911569,トサモシベは、北海道の川上郡弟子屈町にある標高370.2mの山である。
http://www.wikidata.org/entity/Q131911694,イクルシベ山は、北海道の川上郡弟子屈町にある標高727mの山である。
http://www.wikidata.org/entity/Q131911787,シタバヌプリ山（シタバヌプリやま）は、北海道の標津郡中標津町にある標高640mの山である。
http://www.wikidata.org/entity/Q131911811,クテクンベツ岳（クテクンベツだけ）は、北海道の標津郡中標津町にある標高995mの山である。
http://www.wikidata.org/entity/Q131911818,"ソーキップ岳（ソーキップだけ）は、北海道の標津郡標津町と標津郡中標津町の2町にまたがる標高1,026mの山である。"
http://www.wikidata.org/entity/Q131911829,"社満射岳（しゃまんしゃだけ）は、北海道の空知郡南富良野町と勇払郡占冠村の2町村にまたがる標高1,062.5mの山である。"
http://www.wikidata.org/entity/Q131911838,"ピウケナイ山（ピウケナイやま）は、北海道の旭川市と上川郡東川町と上川郡上川町の3市町にまたがる標高1,247.7mの山である。"
http://www.wikidata.org/entity/Q131911882,"俣落岳（またおちだけ）は、北海道の標津郡標津町と標津郡中標津町の2町にまたがる標高1,003.3mの山である。"
http://www.wikidata.org/entity/Q131912322,"ピラミッド峰（ピラミッドほう）は、北海道の河西郡中札内村と日高郡新ひだか町の2町村にまたがる標高1,853mの山である。"
http://www.wikidata.org/entity/Q131912362,ウイーヌプリは、北海道の斜里郡斜里町と目梨郡羅臼町にまたがる標高651.9 mの山である。
http://www.wikidata.org/entity/Q131912389,"シューパロ岳（シューパロだけ）は、北海道の芦別市と夕張市の2市にまたがる標高1,493 mの山である。"
http://www.wikidata.org/entity/Q131912404,川流布山（かわるっぷやま）は、北海道の十勝郡浦幌町にある標高634.3mの山である。
http://www.wikidata.org/entity/Q131912420,霧裏山（むりやま）は、北海道の釧路市にある標高612.6mの山である。
http://www.wikidata.org/entity/Q131912664,大平山（おおびらやま）は、北海道島牧村にある標高1190.6mの山。
http://www.wikidata.org/entity/Q131912808,"貫気別山（ぬきべつやま）は、北海道の沙流郡平取町にある標高1,317.5mの山である。"
http://www.wikidata.org/entity/Q131912830,"パンベツ山（パンベツやま）は、北海道の日高郡新ひだか町にある標高1,336.1mの山である。"
http://www.wikidata.org/entity/Q131917945,"三ッ峰（みつみね）は、北海道の斜里郡斜里町と目梨郡羅臼町にある標高1,509mの山である。"
http://www.wikidata.org/entity/Q131918624,英嶺山（えいれいざん）は、北海道の目梨郡羅臼町にある標高521.3mの山である。
http://www.wikidata.org/entity/Q131921875,尖峰（せんぽう、とがりみね）は、北海道の標津郡標津町にある標高953mの山である。
http://www.wikidata.org/entity/Q131924414,武田山（たけだやま）は、広島県広島市安佐南区にある標高410.5mの山である。
http://www.wikidata.org/entity/Q132044530,中岳（なかだけ）は、北海道札幌市南区定山渓と京極町の境界にある山。
http://www.wikidata.org/entity/Q132126218,喜茂別岳（きもべつだけ）は、北海道札幌市南区定山渓と喜茂別町の境界にある山。
http://www.wikidata.org/entity/Q132146190,御墓山（おはかやま）は、鳥取県日野郡日南町阿毘縁と島根県安来市広瀬町西比田との境界に位置する山。
http://www.wikidata.org/entity/Q132147009,火山（ひやま）は、福岡県糸島市にある山。
http://www.wikidata.org/entity/Q132229781,天野山（あまのさん）は岩手県宮古市と遠野市の境に位置する山。
http://www.wikidata.org/entity/Q132818302,ペクンネウシヌプリは、北海道の標津郡標津町にある標高836.1mの山である。
http://www.wikidata.org/entity/Q132848669,西竹山（にしたけやま）は、北海道の標津郡中標津町にある標高697.9mの山である。
http://www.wikidata.org/entity/Q132859272,狩勝山（かりかちやま）は、北海道の空知郡南富良野町にある標高984.9mの山である。
http://www.wikidata.org/entity/Q132859446,"春別岳（しゅんべつだけ）は、北海道の日高郡新ひだか町と河西郡中札内村の2町村にまたがる標高1,855mの山である。"
http://www.wikidata.org/entity/Q132861679,ニフシオヤコツは、北海道の川上郡弟子屈町にある標高195.7mの山である。
http://www.wikidata.org/entity/Q132891719,"主府久（しゅふきゅう）は、北海道の勇払郡むかわ町と沙流郡平取町の2町にまたがる標高1,017.9mの山である。"
http://www.wikidata.org/entity/Q132917035,タツナラシ山（タツナラシやま）は、北海道の稚内市にある標高223mの山である。
http://www.wikidata.org/entity/Q132950089,"北稜岳（ほくりょうだけ）は、北海道の足寄郡足寄町にある標高1,256mの山である。"
http://www.wikidata.org/entity/Q1329959,高尾山（たかおさん）は、東京都八王子市にある標高599メートル（m）の山。
http://www.wikidata.org/entity/Q133155266,"東丸山（ひがしまるやま）は、北海道の河東郡上士幌町にある標高1,666mの山である。"
http://www.wikidata.org/entity/Q133218029,勢多山（せたやま）は、北海道の河東郡上士幌町にある標高996.6mの山である。
http://www.wikidata.org/entity/Q133257608,馬髭岳（ばりょうがたけ）は、北海道の十勝郡浦幌町にある標高568.3mの山である。
http://www.wikidata.org/entity/Q133293241,猫山（ねこやま）は、北海道の目梨郡羅臼町にある標高553.1mの山である。
http://www.wikidata.org/entity/Q133294116,薫別岳（くんべつだけ）は、北海道の標津郡標津町にある標高698.8mの山である。
http://www.wikidata.org/entity/Q133294293,錐山（きりやま）は、北海道の斜里郡斜里町と標津郡標津町の2町にまたがる標高720.9mの山である。
http://www.wikidata.org/entity/Q133294345,オションナイ山（オションナイやま）は、北海道の礼文郡礼文町にある標高166.8mの山である。
http://www.wikidata.org/entity/Q133294382,"クマネシリ岳（クマネシリだけ）は、北海道の足寄郡足寄町にある標高1,585.9mの山である。"
http://www.wikidata.org/entity/Q133294409,レサッピは、北海道の新冠郡新冠町と日高郡新ひだか町の2町にまたがる標高921mの山である。
http://www.wikidata.org/entity/Q133305775,ソロアンナイは、北海道の日高郡新ひだか町にある標高931.5mの山である。
http://www.wikidata.org/entity/Q133305809,オロエナイは、北海道の新冠郡新冠町と日高郡新ひだか町の2町にまたがる標高976.9mの山である。
http://www.wikidata.org/entity/Q133306225,"ウエンザル岳（ウエンザルだけ）は、北海道の沙流郡日高町と上川郡清水町の2町にまたがる標高1,576.2mの山である。"
http://www.wikidata.org/entity/Q133306290,"幌内岳（ほろないだけ）は、北海道の沙流郡日高町にある標高1,695.2mの山である。"
http://www.wikidata.org/entity/Q133306499,"三枚岳（さんまいだけ）は、北海道の幌泉郡えりも町にある標高1,012mの山である。"
http://www.wikidata.org/entity/Q133306586,ヌ牛別岳（ヌうしべつだけ）もしくはヌーウシベツ岳（ヌーウシベツだけ）もしくは又牛別岳（ぬーうしべつだけ）は、北海道の川上郡標茶町にある標高760mの山である。
http://www.wikidata.org/entity/Q133306671,小平蘂岳（おびらしべだけ）は、北海道の留萌郡小平町と雨竜郡幌加内町の2町にまたがる標高960.4mの山である。
http://www.wikidata.org/entity/Q133306693,小平蘂山（おびらしべやま）は、北海道の留萌郡小平町と雨竜郡幌加内町の2町にまたがる標高877.7mの山である。
http://www.wikidata.org/entity/Q133309705,"ピロロ岳（ピロロだけ）は、北海道の広尾郡広尾町と様似郡様似町の2町にまたがる標高1,268.7mの山である。"
http://www.wikidata.org/entity/Q133309719,"靴幅山（くつはばさん）は、北海道の広尾郡大樹町と浦河郡浦河町の2町にまたがる標高1,468mの山である。"
http://www.wikidata.org/entity/Q133309730,"幌別岳（ほろべつだけ）は、北海道の浦河郡浦河町と広尾郡大樹町の2町にまたがる標高1,512mの山である。"
http://www.wikidata.org/entity/Q133309761,羽幌岳（はぼろだけ）は、北海道の苫前郡羽幌町と雨竜郡幌加内町の2町にまたがる標高649.2mの山である。
http://www.wikidata.org/entity/Q133309769,相雲内岳（そううんないだけ）は、北海道の雨竜郡幌加内町にある標高607.9mの山である。
http://www.wikidata.org/entity/Q133309790,苦頓別山（くとんべつやま）は、北海道の中川郡中川町と中川郡美深町と雨竜郡幌加内町の3町にまたがる標高649.1mの山である。
http://www.wikidata.org/entity/Q133309814,円山（まるやま）もしくは高山（たかやま）は、北海道の釧路郡釧路町にある標高204.8mの山である。
http://www.wikidata.org/entity/Q133309821,岩保木山（いわぼっきやま）は、北海道の釧路郡釧路町にある標高119.3mの山である。
http://www.wikidata.org/entity/Q133309826,佐主岳（さぬしだけ）は、北海道の勇払郡むかわ町と勇払郡厚真町の2町にまたがる標高618.5mの山である。
http://www.wikidata.org/entity/Q133520090,"ピリベツ岳（ピリベツだけ）は、北海道の河東郡上士幌町にある標高1,602mの山である。"
http://www.wikidata.org/entity/Q1339920,"恵那山（えなさん）(胞衣山・胞山）は長野県阿智村と岐阜県中津川市にまたがる、木曽山脈（中央アルプス）の最南端に位置する標高2,191 mの山。"
http://www.wikidata.org/entity/Q134061555,"美比内山（びひないやま）は、北海道の札幌市南区と虻田郡京極町の2市町にまたがる標高1,071mの山である。"
http://www.wikidata.org/entity/Q134285743,"崕山（きりぎしやま）は、北海道の芦別市にある標高1,066mの山である。"
http://www.wikidata.org/entity/Q134301313,モアン山（モアンさん）は、北海道の標津郡中標津町にある標高356.2mの山である。
http://www.wikidata.org/entity/Q134307813,カンジウシ山（カンジウシやま）は、北海道の標津郡中標津町にある標高276.9mの山である。
http://www.wikidata.org/entity/Q134311193,糠真布（ぬかまっぷ）もしくは735m峰（ななひゃくさんじゅうごめーとるほう）は、北海道の斜里郡斜里町にある標高735.1mの山である。
http://www.wikidata.org/entity/Q134391697,二王山（におうやま）は富山県下新川郡朝日町にある山。
http://www.wikidata.org/entity/Q134399476,二王山（におうやま）は静岡県静岡市葵区にある山。
http://www.wikidata.org/entity/Q134425636,アタクッチャは北海道の斜里郡清里町にある標高678.9mの山である。
http://www.wikidata.org/entity/Q134463692,"幾山岳（いくさんだけ）は、北海道の上川郡下川町と紋別郡滝上町の2町にまたがる標高1,030.9mの山である。"
http://www.wikidata.org/entity/Q134469921,美留和山（びるわやま）は、北海道の川上郡弟子屈町にある標高401.1mの山である。
http://www.wikidata.org/entity/Q134473802,仁多山（にたさん）は北海道の川上郡弟子屈町にある標高420.5mの山である。
http://www.wikidata.org/entity/Q134479815,石山（いしやま）は、北海道の川上郡弟子屈町にある標高252.5mの山である。
http://www.wikidata.org/entity/Q134487610,大日山（だいにちやま）は、京都市左京区にある標高326 mの山。
http://www.wikidata.org/entity/Q134495856,志計礼辺山（しけれべやま）は、北海道の川上郡弟子屈町にある標高581mの山である。
http://www.wikidata.org/entity/Q134500134,奥春別山（おくしゅんべつやま）は、北海道の川上郡弟子屈町にある標高476mの山である。
http://www.wikidata.org/entity/Q134570884,岩田主山（いわたぬしやま）は、北海道の川上郡弟子屈町にある標高607mの山である。
http://www.wikidata.org/entity/Q134580088,リシリは、北海道の川上郡弟子屈町にある標高396mの山である。
http://www.wikidata.org/entity/Q134588492,ユケランヌプリもしくは雪乱山（ゆきらんざん）は、北海道の釧路市音別町にある標高721.3mの山である。
http://www.wikidata.org/entity/Q134612568,特宍丑（とくししうし）は、北海道の釧路市と川上郡弟子屈町にある標高896.5mの山である。
http://www.wikidata.org/entity/Q134613976,ヌプリオンドもしくはオパシャンヌプリは、北海道の川上郡弟子屈町にある標高231.3mの山である。
http://www.wikidata.org/entity/Q134621117,カンカン山（カンカンやま）は、北海道の中川郡豊頃町にある標高214.2mの山である。
http://www.wikidata.org/entity/Q134639465,歌云内（うたうんない）は、北海道の釧路市と網走郡津別町の2市町にまたがる標高818.6mの山である。
http://www.wikidata.org/entity/Q134691708,キムンタップコップ岳（キムンタップコップだけ）は、北海道の二海郡八雲町と瀬棚郡今金町にまたがる標高322mの山である。
http://www.wikidata.org/entity/Q1348310,金剛山（こんごうさん、こんごうざん）、葛城嶺（かづらきのみね）は、奈良県御所市と大阪府南河内郡千早赤阪村との境目にある山で、金剛生駒紀泉国定公園として大阪みどりの百選に選定された奥河内観光のひとつ。
http://www.wikidata.org/entity/Q134892299,萬系内（ばんけーない）は、北海道の釧路市と川上郡弟子屈町にある標高796.5mの山である。
http://www.wikidata.org/entity/Q135038313,大吉山（だいきちやま）は京都府宇治市にある標高131.6mの山。
http://www.wikidata.org/entity/Q135160227,"1823峰（いちはちにいさんほう）は、北海道の河西郡中札内村と日高郡新ひだか町の2町村にまたがる標高1,826mの山である。"
http://www.wikidata.org/entity/Q135646238,吉備の中山や吉備中山（きびのなかやま）は、岡山県岡山市北区にある山。
http://www.wikidata.org/entity/Q135677977,旭岳（あさひだけ）は、富山県黒部市に位置する標高2867 mの山である。
http://www.wikidata.org/entity/Q135677980,朝日山（あさひやま）は、茨城県土浦市と石岡市との境に位置する標高301.8mの山（三等三角点「小野越峠」）。
http://www.wikidata.org/entity/Q135683652,愛宕山（あたごやま）は、新潟県南魚沼市に位置する里山。
http://www.wikidata.org/entity/Q135756942,一条山（いちじょうさん、いちじょうやま）は京都市左京区にある標高約130 mの山。
http://www.wikidata.org/entity/Q136093989,菩提寺山（ぼだいじやま）は滋賀県湖南市北西部と、野洲市との境界にある標高353.3ｍの山である。
http://www.wikidata.org/entity/Q136335232,大尾山（おびさん）は、静岡県にある山。
http://www.wikidata.org/entity/Q136466809,大覚山（だいかくやま）は、茨城県石岡市、桜川市、笠間市の境に位置する標高304メートルの山である（四等三角点「板敷」）。
http://www.wikidata.org/entity/Q136528943,"日永岳（ひながだけ）は、岐阜県関市と山県市 にまたがる越美山地（両白山地南部）の標高1,215.44 mの山。"
http://www.wikidata.org/entity/Q136540416,重内山（おもないやま）は、北海道の川上郡弟子屈町にある標高483mの山である。
http://www.wikidata.org/entity/Q136675483,戸内牛山（とないうしやま）は、北海道の網走郡美幌町と網走郡津別町の2町の境界にある標高449.1mの山である。
http://www.wikidata.org/entity/Q136677357,武佐山（むさやま）は、北海道の標津郡中標津町にある標高547.2mの山である。
http://www.wikidata.org/entity/Q136678279,尾幌山（おぼろやま）は、北海道の厚岸郡厚岸町にある山である。
http://www.wikidata.org/entity/Q136689795,三角山（てしかがさんかくやま）もしくはチセネヌプリは、北海道の川上郡弟子屈町にある標高453.4mの山である。
http://www.wikidata.org/entity/Q136689801,丸山（まるやま）もしくはクッチャロウシペもしくはオベライヌプリは、北海道の川上郡弟子屈町にある標高229mの山である。
http://www.wikidata.org/entity/Q136701905,オヤコツもしくは和琴山（わことやま）は、北海道の川上郡弟子屈町にある標高216.1mの山である。
http://www.wikidata.org/entity/Q136702008,苫多山（とまたやま）は、北海道の厚岸郡厚岸町にある標高73.0mの山である。
http://www.wikidata.org/entity/Q136718234,大坂山（おおさかやま）は、北海道の川上郡標茶町にある標高142mの山である。
http://www.wikidata.org/entity/Q136723394,軍馬山（ぐんばやま）は、北海道の川上郡標茶町にある標高98mの山である。
http://www.wikidata.org/entity/Q136724062,三角山（さんかくやま）は、北海道の川上郡標茶町にある標高77.5mの山である。
http://www.wikidata.org/entity/Q136745203,丸山（まるやま）は、北海道の標津郡標津町にある標高106mの山である。
http://www.wikidata.org/entity/Q136750219,砦山（とりでやま）は、北海道の標津郡標津町にある標高19.3mの山である。
http://www.wikidata.org/entity/Q137362957,陀峯山（だぼうざん）は、広島県の能美島南東部に位置する標高438メートルの山。
http://www.wikidata.org/entity/Q1373738,摺鉢山（すりばちやま、英語: Mount Suribachi）は、東京都小笠原村硫黄島にある火山。
http://www.wikidata.org/entity/Q137659993,"安峰山（あんぼざん、あんぼうざん、あんぼうさん、あんぼうやま）は、岐阜県飛騨市と高山市にまたがる飛騨高地の標高1,058mの山。"
http://www.wikidata.org/entity/Q137842986,見行山（けんぎょうさん、けんぎょうざん）は、岐阜県恵那市、加茂郡白川町、八百津町にまたがる美濃三河高原の標高905.0 mの山。
http://www.wikidata.org/entity/Q1394906,大野山（おおのやま）は、神奈川県足柄上郡山北町にある標高723.1mの山である。
http://www.wikidata.org/entity/Q14029119,"馬場目岳（ばばめだけ）は、秋田県南秋田郡五城目町と秋田県秋田市の境界にある標高1,037mの山である。"
http://www.wikidata.org/entity/Q1432565,御岳山（みたけさん）は、東京都青梅市御岳山 に所在する標高929 mの山である。
http://www.wikidata.org/entity/Q143683,船岡山（ふなおかやま）は、京都府京都市北区に所在する山。
http://www.wikidata.org/entity/Q15043475,"槇寄山（まきよせやま）は、東京都西多摩郡檜原村と山梨県上野原市との境にある標高1,188.2mの山である。"
http://www.wikidata.org/entity/Q152041,弥彦山（やひこやま）は、新潟県の西蒲原郡弥彦村と長岡市の境界にある標高634mの山である。
http://www.wikidata.org/entity/Q15259982,越知山（おちさん）は、福井県福井市と、丹生郡越前町の境にある標高612.5mの山。
http://www.wikidata.org/entity/Q15616753,京路山（きょうろさん、きょうろうざん）は、三重県志摩半島にある山。
http://www.wikidata.org/entity/Q15621872,宝篋山（ほうきょうさん）は、茨城県つくば市と土浦市との境に位置する標高461mの山である。
http://www.wikidata.org/entity/Q16105531,"昆布岳（こんぶだけ）は、北海道虻田郡豊浦町と虻田郡ニセコ町とにまたがる標高1,045.1mの鮮新世後期の火山である。"
http://www.wikidata.org/entity/Q167951,蔵王連峰（ざおうれんぽう）は、東北地方の中央を南北に連なる奥羽山脈の中にあって、宮城県と山形県の両県南部の県境に位置する連峰。
http://www.wikidata.org/entity/Q16895460,石川岳（いしかわだけ）は、沖縄県うるま市、国頭郡恩納村と金武町にまたがる、標高204メートルの山。
http://www.wikidata.org/entity/Q16896199,恩納岳（おんなだけ）は、沖縄県国頭郡恩納村と金武町にまたがる、標高363メートルの山。
http://www.wikidata.org/entity/Q17173429,竜王山（りゅうおうざん）は、大阪府豊能郡能勢町の南西部に所在する標高570mの山。
http://www.wikidata.org/entity/Q17173442,"東三方ヶ森（ひがしさんぽうがもり）とは、愛媛県今治市、西条市、東温市にある標高1,232.7メートルの山である。"
http://www.wikidata.org/entity/Q17173474,美幌岳（びほろだけ）は北海道えりも町と広尾町との境にある日高山脈南部の山。
http://www.wikidata.org/entity/Q17173477,"三俣蓮華岳（みつまたれんげだけ）は、飛騨山脈（北アルプス）にある標高2,841 mの山。"
http://www.wikidata.org/entity/Q17173500,有馬富士（ありまふじ）は、兵庫県三田市にある標高374mの山である。
http://www.wikidata.org/entity/Q17173508,堂ヶ森（どうがもり）は、愛媛県西条市と久万高原町にまたがる、標高1689mの石鎚山系の西端の山である。
http://www.wikidata.org/entity/Q17173514,"太礼ノ頭（たれいの あたま/かしら）は丹沢大山国定公園内、神奈川県愛甲郡清川村と相模原市の境にある標高1,352mの山である。"
http://www.wikidata.org/entity/Q17173517,桟敷ヶ岳（さじきがたけ、さじきがだけ）は、京都府京都市北区と右京区京北町の境界に位置する山。
http://www.wikidata.org/entity/Q17173524,"花房山（はなぶさやま）は、両白山地南部（越美山地）の岐阜県揖斐郡揖斐川町にある標高1,189 mの山。"
http://www.wikidata.org/entity/Q17173548,出石山（いずしさん）は、愛媛県大洲市と八幡浜市にまたがる、標高812.0mの山である。
http://www.wikidata.org/entity/Q17173553,"仙涯嶺（せんがいれい）は、長野県上伊那郡飯島町と木曽郡大桑村にまたがる標高2,734 mの山。"
http://www.wikidata.org/entity/Q17173565,熊倉山（くまくらやま）は笹尾根にある標高966mの山。
http://www.wikidata.org/entity/Q17173568,八寸権現山（はちすごんげんやま）は、群馬県伊勢崎市豊城町に位置する山である。
http://www.wikidata.org/entity/Q17173576,"七ツ石山（ななついしやま）は、東京都と山梨県の境界にある標高1,757.30mの山。"
http://www.wikidata.org/entity/Q17173595,西ノ森（にしのもり）は、秋田県鹿角市にある標高756mの山である。
http://www.wikidata.org/entity/Q17173612,大空山(おおぞらやま)は、広島県呉市に位置する標高205mの山である。
http://www.wikidata.org/entity/Q17173643,黒岩山（くろいわやま）は、長野県飯山市・新潟県妙高市の県境に連なる関田山脈にあり、標高938.4mの山である。
http://www.wikidata.org/entity/Q17173688,曲岳（まがりたけ）は、山梨県甲斐市と北杜市に跨る、奥秩父山地の南（西）部に位置する山である。
http://www.wikidata.org/entity/Q17173787,"金松寺山（きんしょうじやま）は、長野県西部にある標高1,625mの山。"
http://www.wikidata.org/entity/Q17173823,"湯ノ丸山（ゆのまるやま）は長野県東御市・上田市と群馬県嬬恋村の県境にある標高2,101mの山。"
http://www.wikidata.org/entity/Q17173832,太郎山（たろうやま）は、長野県上田市と埴科郡坂城町の境に位置する山。
http://www.wikidata.org/entity/Q17174024,堂所山（どうどころやま）は、東京都八王子市と神奈川県相模原市との境界にある標高731.0mの山である。
http://www.wikidata.org/entity/Q17174262,醍醐丸（だいごまる）は、東京都西多摩郡檜原村と東京都八王子市上恩方町そして神奈川県相模原市緑区との境にある標高867mの山である。
http://www.wikidata.org/entity/Q17174623,野見金山（のみがねやま）は、千葉県長生郡長南町水沼にある標高179.9mの山である。
http://www.wikidata.org/entity/Q17174821,"笹ヶタワノ峰（ささがたわのみね）は、東京都西多摩郡檜原村と山梨県上野原市との境にある標高1,121mの山である。"
http://www.wikidata.org/entity/Q17174923,土俵岳（どひょうだけ）は、東京都西多摩郡檜原村と山梨県上野原市棡原との境にある標高1005.2mの山である。
http://www.wikidata.org/entity/Q17175784,鷹ノ巣山（たかのすやま）は、愛知県北設楽郡設楽町にある山である。
http://www.wikidata.org/entity/Q17176548,由良山（ゆらやま）は、香川県高松市由良町に位置する山。
http://www.wikidata.org/entity/Q17176596,天筒山（てづつやま）は、福井県敦賀市にある小山である。
http://www.wikidata.org/entity/Q17176894,天狗山（てんぐやま）は、北海道小樽市にある山である。
http://www.wikidata.org/entity/Q17176917,上の台（うえのだい）は、島根県安来市にある標高330mの山。
